epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,6384.01,0.79132,0.48739,1.02422,0.9356,0.91972,0.93474,0.7577,0.71671,0.37796,0.98648,0.007426,0.007426,0.007426
15,6830.14,0.78431,0.48125,1.02179,0.93547,0.92241,0.93605,0.76314,0.71315,0.38613,0.98705,0.007228,0.007228,0.007228
16,7275.28,0.77921,0.47082,1.0183,0.93932,0.92756,0.94225,0.76309,0.70715,0.37365,0.98359,0.00703,0.00703,0.00703
17,7721.6,0.77262,0.46411,1.01711,0.93377,0.93107,0.93983,0.7669,0.7094,0.36649,0.98499,0.006832,0.006832,0.006832
18,8167.87,0.7654,0.46022,1.01227,0.93434,0.92135,0.9407,0.7626,0.7032,0.36439,0.98088,0.006634,0.006634,0.006634
19,8613.67,0.75942,0.45373,1.00716,0.94475,0.91387,0.93676,0.76071,0.7054,0.36779,0.98084,0.006436,0.006436,0.006436
20,9059.36,0.75391,0.44641,1.00806,0.93729,0.92246,0.93531,0.76619,0.70048,0.35931,0.97788,0.006238,0.006238,0.006238
21,9505.63,0.7507,0.44333,1.00354,0.94778,0.92006,0.94658,0.77167,0.70049,0.35642,0.97685,0.00604,0.00604,0.00604
22,9951.62,0.74713,0.44221,1.00204,0.93381,0.92875,0.94038,0.77083,0.69671,0.35211,0.97432,0.005842,0.005842,0.005842
23,10397.6,0.73779,0.43187,0.99961,0.94135,0.92042,0.93839,0.77352,0.68806,0.34576,0.97318,0.005644,0.005644,0.005644
24,10843.5,0.734,0.43129,0.99714,0.95378,0.9141,0.94427,0.7752,0.68716,0.34579,0.96973,0.005446,0.005446,0.005446
25,11289.7,0.72987,0.42557,0.99345,0.94096,0.92157,0.94508,0.7731,0.68734,0.34707,0.97026,0.005248,0.005248,0.005248
26,11737,0.72658,0.41785,0.99216,0.93778,0.91933,0.94241,0.77765,0.68306,0.34151,0.96813,0.00505,0.00505,0.00505
27,12183.1,0.72267,0.41674,0.98873,0.93452,0.92707,0.94115,0.77637,0.67686,0.33834,0.96514,0.004852,0.004852,0.004852
28,12629.2,0.71575,0.40818,0.98811,0.93305,0.9288,0.9423,0.77973,0.67713,0.3367,0.96509,0.004654,0.004654,0.004654
29,13077.1,0.71531,0.40866,0.98897,0.94168,0.92764,0.94967,0.77989,0.67872,0.33604,0.96621,0.004456,0.004456,0.004456
30,13522.4,0.71083,0.40106,0.98551,0.93576,0.9334,0.94427,0.78298,0.67916,0.33461,0.96491,0.004258,0.004258,0.004258
31,13967.6,0.70501,0.40031,0.98181,0.94147,0.92601,0.94397,0.78192,0.67306,0.33237,0.96186,0.00406,0.00406,0.00406
32,14414.6,0.70424,0.39548,0.98361,0.9427,0.92598,0.9427,0.78102,0.674,0.32909,0.96205,0.003862,0.003862,0.003862
33,14859.7,0.69808,0.39025,0.97939,0.93667,0.93054,0.94499,0.78722,0.66783,0.32733,0.9593,0.003664,0.003664,0.003664
34,15305.1,0.69487,0.38878,0.97818,0.94638,0.92216,0.94388,0.78548,0.66918,0.32839,0.95942,0.003466,0.003466,0.003466
35,15750.7,0.69048,0.38652,0.97742,0.9406,0.92769,0.94414,0.78427,0.66696,0.32543,0.959,0.003268,0.003268,0.003268
36,16195.9,0.68551,0.38286,0.97259,0.94481,0.92346,0.94427,0.7848,0.66786,0.32485,0.95969,0.00307,0.00307,0.00307
37,16641.1,0.68523,0.37941,0.97469,0.95665,0.91766,0.94605,0.79041,0.66652,0.32018,0.95844,0.002872,0.002872,0.002872
38,17086.2,0.67879,0.37548,0.9735,0.93898,0.93216,0.94827,0.79187,0.66594,0.31948,0.95723,0.002674,0.002674,0.002674
39,17531.5,0.67511,0.37102,0.96734,0.9435,0.93263,0.94901,0.79121,0.66254,0.3202,0.95614,0.002476,0.002476,0.002476
40,17976.6,0.6703,0.36529,0.96754,0.94041,0.93299,0.94756,0.79213,0.66121,0.31929,0.95493,0.002278,0.002278,0.002278
41,18453,0.6634,0.31907,0.98946,0.94475,0.92422,0.94722,0.79197,0.66021,0.31975,0.95434,0.00208,0.00208,0.00208
42,18898.2,0.65768,0.31696,0.98488,0.94673,0.9265,0.95099,0.79365,0.65556,0.31745,0.95286,0.001882,0.001882,0.001882
43,19373.4,0.65062,0.31104,0.98589,0.94837,0.92437,0.94932,0.79467,0.65291,0.31386,0.9513,0.001684,0.001684,0.001684
44,19859.2,0.645,0.30591,0.98022,0.94374,0.93004,0.94919,0.79549,0.65245,0.31401,0.95049,0.001486,0.001486,0.001486
45,20337.8,0.63933,0.30236,0.97721,0.94377,0.92989,0.94805,0.79645,0.65172,0.31654,0.95075,0.001288,0.001288,0.001288
46,20819.1,0.63493,0.29878,0.97387,0.94304,0.93207,0.94934,0.79744,0.6504,0.31556,0.95002,0.00109,0.00109,0.00109
47,21285.5,0.62841,0.29412,0.97011,0.94406,0.92981,0.94908,0.79773,0.64967,0.31457,0.9496,0.000892,0.000892,0.000892
48,21773.2,0.62298,0.29048,0.96713,0.94324,0.93129,0.94917,0.79859,0.64835,0.314,0.94893,0.000694,0.000694,0.000694
49,22231.8,0.61926,0.28637,0.96472,0.93804,0.93423,0.95004,0.79868,0.64762,0.31339,0.94822,0.000496,0.000496,0.000496
50,22691.2,0.61395,0.2837,0.962,0.94106,0.93413,0.94986,0.79876,0.64713,0.31408,0.94776,0.000298,0.000298,0.000298
